"","studentid","schoolid","groupid","age","gender","grade","student_wealth","enrollment_2015","school_facilities","rural","time_to_bank","NGO_donations","W","IRT_score"
"1541","92_14",92,27,10,1,3,0.0320458710193634,411.5,0.381987065076828,1,25,0,0,-0.140546664595604
"1542","92_16",92,27,10,2,3,-1.21064591407776,411.5,0.381987065076828,1,25,0,0,-0.832479476928711
"1543","92_1",92,27,12,1,4,-1.33489751815796,411.5,0.381987065076828,1,25,0,0,-0.119325950741768
"1544","92_21",92,27,10,2,4,-1.26322019100189,411.5,0.381987065076828,1,25,0,0,-0.105156049132347
"1545","92_15",92,27,14,2,4,-0.818820536136627,411.5,0.381987065076828,1,25,0,0,-1.20338940620422
"1546","92_13",92,27,14,1,5,-0.890497863292694,411.5,0.381987065076828,1,25,0,0,1.61157190799713
"1547","92_20",92,27,14,1,5,0.0320458710193634,411.5,0.381987065076828,1,25,0,0,1.5963751077652
"1548","92_5",92,27,13,1,5,-0.359779566526413,411.5,0.381987065076828,1,25,0,0,1.23236286640167
"1549","92_4",92,27,14,2,6,0.0320458710193634,411.5,0.381987065076828,1,25,0,0,0.386689066886902
"1550","92_9",92,27,15,2,6,0.0320458710193634,411.5,0.381987065076828,1,25,0,0,0.338035374879837
"1551","92_3",92,27,16,2,6,-0.6799276471138,411.5,0.381987065076828,1,25,0,0,0.368073880672455
"1552","92_19",92,27,14,1,7,-0.890497863292694,411.5,0.381987065076828,1,25,0,0,1.67439830303192
"1553","92_2",92,27,16,2,7,-1.21064591407776,411.5,0.381987065076828,1,25,0,0,0.182721629738808
"1554","92_10",92,27,15,1,8,-0.49867245554924,411.5,0.381987065076828,1,25,0,0,1.12246513366699
"1555","92_8",92,27,16,2,8,-0.890497863292694,411.5,0.381987065076828,1,25,0,0,0.349921196699142
"1556","92_12",92,27,16,1,8,-0.818820536136627,411.5,0.381987065076828,1,25,0,0,2.7087664604187
"1557","93_24",93,26,12,2,2,-1.26322019100189,395,2.70250177383423,1,30,0,1,1.56277406215668
"1558","93_10",93,26,8,2,2,-0.288102209568024,395,2.70250177383423,1,30,0,1,-1.52459907531738
"1559","93_2",93,26,13,1,2,-1.33489751815796,395,2.70250177383423,1,30,0,1,-0.0612553097307682
"1560","93_18",93,26,11,2,3,-0.106478132307529,395,2.70250177383423,1,30,0,1,0.201899394392967
"1561","93_14",93,26,12,2,3,-0.890497863292694,395,2.70250177383423,1,30,0,1,-1.68427085876465
"1562","93_22",93,26,10,1,3,-0.818820536136627,395,2.70250177383423,1,30,0,1,0.551072359085083
"1563","93_8",93,26,13,2,4,0.0320458710193634,395,2.70250177383423,1,30,0,1,-0.980990529060364
"1564","93_4",93,26,14,1,4,0.551158308982849,395,2.70250177383423,1,30,0,1,1.83784735202789
"1565","93_7",93,26,16,2,4,-0.49867245554924,395,2.70250177383423,1,30,0,1,-1.56972897052765
"1566","93_25",93,26,13,1,5,1.31570601463318,395,2.70250177383423,1,30,0,1,0.501652240753174
"1567","93_5",93,26,16,1,5,-0.412353783845901,395,2.70250177383423,1,30,0,1,0.131505161523819
"1568","93_13",93,26,15,1,5,-1.26322019100189,395,2.70250177383423,1,30,0,1,1.28090584278107
"1569","93_20",93,26,14,2,6,0.0320458710193634,395,2.70250177383423,1,30,0,1,-0.300586432218552
"1570","93_16",93,26,17,1,6,-0.890497863292694,395,2.70250177383423,1,30,0,1,2.17822432518005
"1571","93_12",93,26,18,1,6,0.0320458710193634,395,2.70250177383423,1,30,0,1,0.627690434455872
"1572","93_3",93,26,13,1,7,0.0320458710193634,395,2.70250177383423,1,30,0,1,0.836949169635773
"1573","93_17",93,26,18,1,7,-0.732501864433289,395,2.70250177383423,1,30,0,1,1.19076132774353
"1574","93_26",93,26,18,1,8,-0.943072080612183,395,2.70250177383423,1,30,0,1,1.38447368144989
"1575","93_6",93,26,18,1,8,-1.26322019100189,395,2.70250177383423,1,30,0,1,0.426019102334976
"1576","93_15",93,26,13,1,8,-0.288102209568024,395,2.70250177383423,1,30,0,1,2.34227108955383
"1577","94_10",94,7,10,1,2,-0.890497863292694,162.5,-2.0476987361908,1,20,0,0,-1.39871370792389
"1578","94_2",94,7,10,1,2,NA,162.5,-2.0476987361908,1,20,0,0,-0.642102539539337
"1579","94_28",94,7,5,2,2,4.27471590042114,162.5,-2.0476987361908,1,20,0,0,-2.16566181182861
"1580","94_8",94,7,10,1,3,NA,162.5,-2.0476987361908,1,20,0,0,-1.96082401275635
"1581","94_6",94,7,10,1,3,NA,162.5,-2.0476987361908,1,20,0,0,-1.72642910480499
"1582","94_18",94,7,5,1,3,NA,162.5,-2.0476987361908,1,20,0,0,-2.53959536552429
"1583","94_14",94,7,10,1,4,-1.65504562854767,162.5,-2.0476987361908,1,20,0,0,-0.453362762928009
"1584","94_3",94,7,12,1,4,-0.49867245554924,162.5,-2.0476987361908,1,20,0,0,-0.549772679805756
"1585","94_27",94,7,12,1,4,-0.943072080612183,162.5,-2.0476987361908,1,20,0,0,-1.63361918926239
"1586","94_15",94,7,14,2,4,-1.26322019100189,162.5,-2.0476987361908,1,20,0,0,-0.889885604381561
"1587","94_21",94,7,12,1,5,1.04758071899414,162.5,-2.0476987361908,1,20,0,0,-0.381855428218842
"1588","94_24",94,7,12,1,5,2.47244811058044,162.5,-2.0476987361908,1,20,0,0,1.45713496208191
"1589","94_12",94,7,12,1,5,-1.33489751815796,162.5,-2.0476987361908,1,20,0,0,1.19257485866547
"1590","94_4",94,7,16,1,6,-0.890497863292694,162.5,-2.0476987361908,1,20,0,0,0.210674464702606
"1591","94_23",94,7,16,1,6,1.31570601463318,162.5,-2.0476987361908,1,20,0,0,1.5690244436264
"1592","94_16",94,7,15,1,6,-0.49867245554924,162.5,-2.0476987361908,1,20,0,0,1.72429478168488
"1593","94_7",94,7,18,1,7,-0.288102209568024,162.5,-2.0476987361908,1,20,0,0,0.477521538734436
"1594","94_17",94,7,18,1,7,-0.412353783845901,162.5,-2.0476987361908,1,20,0,0,0.0804504454135895
"1595","94_22",94,7,18,1,7,0.0320458710193634,162.5,-2.0476987361908,1,20,0,0,0.1348737180233
"1596","94_9",94,7,16,1,8,-0.818820536136627,162.5,-2.0476987361908,1,20,0,0,1.64819240570068
"1597","95_27",95,27,14,1,2,-0.49867245554924,376.5,-1.55996978282928,1,30,0,1,-0.0751146227121353
"1598","95_4",95,27,12,1,2,-0.49867245554924,376.5,-1.55996978282928,1,30,0,1,-0.207787171006203
"1599","95_1",95,27,10,1,2,-0.890497863292694,376.5,-1.55996978282928,1,30,0,1,1.24683654308319
"1600","95_2",95,27,8,2,3,-0.359779566526413,376.5,-1.55996978282928,1,30,0,1,0.290218234062195
"1601","95_30",95,27,7,2,3,-0.49867245554924,376.5,-1.55996978282928,1,30,0,1,-0.865920782089233
"1602","95_13",95,27,9,2,3,1.18878793716431,376.5,-1.55996978282928,1,30,0,1,-0.0705327168107033
"1603","95_3",95,27,12,1,4,-0.359779566526413,376.5,-1.55996978282928,1,30,0,1,0.369676679372787
"1604","95_29",95,27,11,2,4,-1.21064591407776,376.5,-1.55996978282928,1,30,0,1,0.310999780893326
"1605","95_11",95,27,13,1,4,-0.890497863292694,376.5,-1.55996978282928,1,30,0,1,1.00704634189606
"1606","95_9",95,27,14,1,5,2.47244811058044,376.5,-1.55996978282928,1,30,0,1,-0.821258544921875
"1607","95_23",95,27,13,1,5,4.77113819122314,376.5,-1.55996978282928,1,30,0,1,1.27468776702881
"1608","95_16",95,27,11,1,5,-0.49867245554924,376.5,-1.55996978282928,1,30,0,1,0.713935613632202
"1609","95_15",95,27,12,1,6,-0.49867245554924,376.5,-1.55996978282928,1,30,0,1,1.18222832679749
"1610","95_12",95,27,13,1,6,-0.49867245554924,376.5,-1.55996978282928,1,30,0,1,0.345912635326385
"1611","95_24",95,27,12,1,6,0.784987688064575,376.5,-1.55996978282928,1,30,0,1,0.975462555885315
"1612","95_20",95,27,16,1,7,-0.890497863292694,376.5,-1.55996978282928,1,30,0,1,1.72634625434875
"1613","95_17",95,27,15,2,7,0.79696249961853,376.5,-1.55996978282928,1,30,0,1,-0.135398551821709
"1614","95_7",95,27,15,2,8,-0.49867245554924,376.5,-1.55996978282928,1,30,0,1,1.52774429321289
"1615","95_14",95,27,17,2,8,-0.412353783845901,376.5,-1.55996978282928,1,30,0,1,0.989770889282227
"1616","95_22",95,27,18,1,8,-0.890497863292694,376.5,-1.55996978282928,1,30,0,1,1.42245543003082
"1617","96_21",96,81,8,1,2,-1.65504562854767,245,1.3347487449646,1,50,6100,1,1.56668365001678
"1618","96_37",96,81,9,1,2,3.74399757385254,245,1.3347487449646,1,50,6100,1,0.5847088098526
"1619","96_39",96,81,16,2,2,1.49733006954193,245,1.3347487449646,1,50,6100,1,-0.708417177200317
"1620","96_1",96,81,10,1,3,-1.21064591407776,245,1.3347487449646,1,50,6100,1,1.49763095378876
"1621","96_2",96,81,10,1,3,-0.49867245554924,245,1.3347487449646,1,50,6100,1,1.86500406265259
"1622","96_15",96,81,12,1,3,NA,245,1.3347487449646,1,50,6100,1,0.897501409053802
"1623","96_36",96,81,10,2,4,0.337921530008316,245,1.3347487449646,1,50,6100,1,-0.404748976230621
"1624","96_24",96,81,14,1,4,-0.818820536136627,245,1.3347487449646,1,50,6100,1,1.52060580253601
"1625","96_30",96,81,17,1,4,-0.49867245554924,245,1.3347487449646,1,50,6100,1,1.10347282886505
"1626","96_3",96,81,12,1,4,0.0320458710193634,245,1.3347487449646,1,50,6100,1,0.729746401309967
"1627","96_13",96,81,15,2,5,NA,245,1.3347487449646,1,50,6100,1,0.629505932331085
"1628","96_12",96,81,13,1,5,3.42384934425354,245,1.3347487449646,1,50,6100,1,0.829440653324127
"1629","96_22",96,81,16,2,5,5.20393180847168,245,1.3347487449646,1,50,6100,1,0.542313039302826
"1630","96_28",96,81,15,1,6,-0.49867245554924,245,1.3347487449646,1,50,6100,1,1.65008151531219
"1631","96_10",96,81,14,2,6,-0.818820536136627,245,1.3347487449646,1,50,6100,1,0.78335428237915
"1632","96_33",96,81,15,2,6,-0.818820536136627,245,1.3347487449646,1,50,6100,1,0.00312685500830412
"1633","96_8",96,81,15,1,7,4.77113819122314,245,1.3347487449646,1,50,6100,1,1.9609706401825
"1634","96_40",96,81,18,2,7,-0.890497863292694,245,1.3347487449646,1,50,6100,1,0.122519128024578
"1635","96_34",96,81,17,2,8,-0.818820536136627,245,1.3347487449646,1,50,6100,1,0.28699779510498
"1636","96_19",96,81,18,2,8,-0.890497863292694,245,1.3347487449646,1,50,6100,1,0.810364484786987
"1637","97_11",97,81,12,2,2,-0.0539039149880409,160,-1.81791090965271,1,1,0,0,-0.307104080915451
"1638","97_16",97,81,14,1,2,-1.26322019100189,160,-1.81791090965271,1,1,0,0,-0.155342623591423
"1639","97_4",97,81,10,1,3,-0.49867245554924,160,-1.81791090965271,1,1,0,0,-0.202216520905495
"1640","97_2",97,81,8,1,3,-0.818820536136627,160,-1.81791090965271,1,1,0,0,-0.0750334113836288
"1641","97_9",97,81,15,1,4,-0.49867245554924,160,-1.81791090965271,1,1,0,0,0.216873094439507
"1642","97_14",97,81,14,2,6,-0.890497863292694,160,-1.81791090965271,1,1,0,0,0.313317179679871
"1643","98_2",98,7,12,1,2,-0.49867245554924,1030.5,1.9085556268692,1,45,0,1,-0.508486866950989
"1644","98_21",98,7,10,1,2,-0.106478132307529,1030.5,1.9085556268692,1,45,0,1,-0.536457061767578
"1645","98_27",98,7,9,1,3,1.22975623607635,1030.5,1.9085556268692,1,45,0,1,-0.390005767345428
"1646","98_18",98,7,8,1,3,0.0730141773819923,1030.5,1.9085556268692,1,45,0,1,1.03103160858154
"1647","98_22",98,7,10,1,3,0.0320458710193634,1030.5,1.9085556268692,1,45,0,1,-1.73098134994507
"1648","98_28",98,7,11,1,4,6.05479860305786,1030.5,1.9085556268692,1,45,0,1,1.21119606494904
"1649","98_23",98,7,13,2,4,2.47244811058044,1030.5,1.9085556268692,1,45,0,1,-0.912276208400726
"1650","98_19",98,7,14,2,4,0.79696249961853,1030.5,1.9085556268692,1,45,0,1,0.09999068826437
"1651","98_15",98,7,13,1,5,2.12067055702209,1030.5,1.9085556268692,1,45,0,1,-0.295261681079865
"1652","98_30",98,7,11,1,5,2.47244811058044,1030.5,1.9085556268692,1,45,0,1,-0.148950546979904
"1653","98_3",98,7,10,1,5,0.868639826774597,1030.5,1.9085556268692,1,45,0,1,2.49342799186707
"1654","98_29",98,7,13,1,6,-0.818820536136627,1030.5,1.9085556268692,1,45,0,1,1.64333283901215
"1655","98_32",98,7,13,2,6,0.0320458710193634,1030.5,1.9085556268692,1,45,0,1,1.52358031272888
"1656","98_12",98,7,13,2,7,-0.49867245554924,1030.5,1.9085556268692,1,45,0,1,1.92671847343445
"1657","98_11",98,7,14,1,7,-0.49867245554924,1030.5,1.9085556268692,1,45,0,1,2.55390477180481
"1658","98_20",98,7,13,2,7,-0.890497863292694,1030.5,1.9085556268692,1,45,0,1,0.0331554338335991
"1659","98_14",98,7,16,1,8,-0.49867245554924,1030.5,1.9085556268692,1,45,0,1,0.961228907108307
"1660","98_17",98,7,18,2,8,1.81212842464447,1030.5,1.9085556268692,1,45,0,1,-0.305604636669159
"1661","98_7",98,7,15,1,8,-0.49867245554924,1030.5,1.9085556268692,1,45,0,1,1.71851325035095
"1662","99_22",99,95,13,1,2,-0.359779566526413,280,0.0217631421983242,1,56,0,1,0.00401396909728646
"1663","99_12",99,95,13,1,2,1.18878793716431,280,0.0217631421983242,1,56,0,1,-0.245139166712761
"1664","99_19",99,95,12,2,3,NA,280,0.0217631421983242,1,56,0,1,0.331365764141083
"1665","99_15",99,95,13,2,3,-0.890497863292694,280,0.0217631421983242,1,56,0,1,0.200317099690437
"1666","99_13",99,95,10,1,3,-0.49867245554924,280,0.0217631421983242,1,56,0,1,-0.383925020694733
"1667","99_21",99,95,11,2,3,-0.49867245554924,280,0.0217631421983242,1,56,0,1,0.638797760009766
"1668","99_20",99,95,10,2,4,0.658069610595703,280,0.0217631421983242,1,56,0,1,-0.0467891171574593
"1669","99_7",99,95,13,2,4,4.27471590042114,280,0.0217631421983242,1,56,0,1,-0.35359326004982
"1670","99_1",99,95,14,2,4,-0.890497863292694,280,0.0217631421983242,1,56,0,1,-1.56126713752747
"1671","99_25",99,95,16,1,5,0.0320458710193634,280,0.0217631421983242,1,56,0,1,-0.201902732253075
"1672","99_23",99,95,12,1,5,-0.178155496716499,280,0.0217631421983242,1,56,0,1,1.19521534442902
"1673","99_28",99,95,12,2,5,-0.49867245554924,280,0.0217631421983242,1,56,0,1,1.31602084636688
"1674","99_9",99,95,13,1,6,1.94172978401184,280,0.0217631421983242,1,56,0,1,0.624701976776123
"1675","99_14",99,95,16,1,6,0.0320458710193634,280,0.0217631421983242,1,56,0,1,0.936346650123596
"1676","99_11",99,95,14,2,6,-0.49867245554924,280,0.0217631421983242,1,56,0,1,-0.449473649263382
"1677","99_31",99,95,18,2,7,-0.890497863292694,280,0.0217631421983242,1,56,0,1,-0.662028968334198
"1678","99_32",99,95,16,1,7,0.0320458710193634,280,0.0217631421983242,1,56,0,1,1.7428252696991
"1679","99_5",99,95,17,1,8,3.11797380447388,280,0.0217631421983242,1,56,0,1,0.556140303611755
"1680","99_16",99,95,18,2,8,-0.890497863292694,280,0.0217631421983242,1,56,0,1,0.852300822734833
"1681","99_8",99,95,14,1,8,-0.49867245554924,280,0.0217631421983242,1,56,0,1,1.05555725097656
"1682","100_15",100,96,8,1,2,0.0320458710193634,212.5,2.43922328948975,1,120,0,0,-1.16898560523987
"1683","100_11",100,96,10,1,2,-0.890497863292694,212.5,2.43922328948975,1,120,0,0,-1.14721047878265
"1684","100_35",100,96,12,1,2,0.337921530008316,212.5,2.43922328948975,1,120,0,0,-1.48858511447906
"1685","100_41",100,96,7,2,3,-1.21064591407776,212.5,2.43922328948975,1,120,0,0,-0.675980567932129
"1686","100_2",100,96,11,2,3,-1.33489751815796,212.5,2.43922328948975,1,120,0,0,-0.0548480711877346
"1687","100_30",100,96,14,2,4,-0.49867245554924,212.5,2.43922328948975,1,120,0,0,0.817388415336609
"1688","100_9",100,96,10,1,4,1.18878793716431,212.5,2.43922328948975,1,120,0,0,-0.353110730648041
"1689","100_22",100,96,13,1,4,-0.818820536136627,212.5,2.43922328948975,1,120,0,0,0.660442531108856
"1690","100_17",100,96,8,1,4,-0.890497863292694,212.5,2.43922328948975,1,120,0,0,0.105173043906689
"1691","100_23",100,96,13,2,4,-0.6799276471138,212.5,2.43922328948975,1,120,0,0,0.247910097241402
"1692","100_46",100,96,17,1,6,0.0320458710193634,212.5,2.43922328948975,1,120,0,0,0.67961859703064
"1693","100_39",100,96,17,2,7,0.0320458710193634,212.5,2.43922328948975,1,120,0,0,0.815680086612701
"1694","100_20",100,96,16,1,7,-1.33489751815796,212.5,2.43922328948975,1,120,0,0,0.829627573490143
"1695","100_36",100,96,16,2,8,-0.943072080612183,212.5,2.43922328948975,1,120,0,0,-0.274418443441391
"1696","100_3",100,96,18,1,8,-0.943072080612183,212.5,2.43922328948975,1,120,0,0,0.152799412608147
"1697","101_25",101,96,15,1,2,-1.33489751815796,275,-2.25226426124573,1,50,2000,1,-1.89578628540039
"1698","101_24",101,96,10,1,2,-0.943072080612183,275,-2.25226426124573,1,50,2000,1,0.621994316577911
"1699","101_6",101,96,8,2,3,1.81212842464447,275,-2.25226426124573,1,50,2000,1,0.233609512448311
"1700","101_26",101,96,13,1,3,-0.890497863292694,275,-2.25226426124573,1,50,2000,1,-0.141873598098755
"1701","101_10",101,96,13,1,3,1.17718195915222,275,-2.25226426124573,1,50,2000,1,-0.363458782434464
"1702","101_23",101,96,13,1,4,-0.890497863292694,275,-2.25226426124573,1,50,2000,1,0.0490735843777657
"1703","101_4",101,96,12,2,4,4.25253057479858,275,-2.25226426124573,1,50,2000,1,1.4382780790329
"1704","101_14",101,96,14,2,5,2.47244811058044,275,-2.25226426124573,1,50,2000,1,-0.215794280171394
"1705","101_3",101,96,12,1,5,-0.359779566526413,275,-2.25226426124573,1,50,2000,1,1.41629302501678
"1706","101_20",101,96,13,1,5,0.995557963848114,275,-2.25226426124573,1,50,2000,1,0.538059949874878
"1707","101_27",101,96,14,2,6,-0.49867245554924,275,-2.25226426124573,1,50,2000,1,0.727566957473755
"1708","101_15",101,96,16,1,6,-0.890497863292694,275,-2.25226426124573,1,50,2000,1,1.30481469631195
"1709","101_22",101,96,16,2,6,-1.21064591407776,275,-2.25226426124573,1,50,2000,1,0.359496235847473
"1710","101_19",101,96,16,2,7,1.31570601463318,275,-2.25226426124573,1,50,2000,1,1.69670355319977
"1711","101_8",101,96,17,1,7,-0.49867245554924,275,-2.25226426124573,1,50,2000,1,1.21266114711761
"1712","101_13",101,96,18,2,8,-1.12432730197906,275,-2.25226426124573,1,50,2000,1,-0.693186938762665
"1713","101_9",101,96,18,2,8,-1.26322019100189,275,-2.25226426124573,1,50,2000,1,-0.000648478977382183
"1714","101_17",101,96,18,1,8,-0.818820536136627,275,-2.25226426124573,1,50,2000,1,0.548461019992828
"1715","102_21",102,9,13,1,2,-1.21064591407776,400,-0.615441858768463,1,1,730,0,0.222354099154472
"1716","102_6",102,9,9,1,2,-0.818820536136627,400,-0.615441858768463,1,1,730,0,-0.347805559635162
"1717","102_4",102,9,13,1,2,-1.33489751815796,400,-0.615441858768463,1,1,730,0,-0.490851044654846
"1718","102_28",102,9,12,2,3,-0.890497863292694,400,-0.615441858768463,1,1,730,0,-0.762627899646759
"1719","102_27",102,9,12,1,3,-1.65504562854767,400,-0.615441858768463,1,1,730,0,-0.707826733589172
"1720","102_17",102,9,11,1,3,-0.804179251194,400,-0.615441858768463,1,1,730,0,0.221719160676003
"1721","102_16",102,9,13,1,4,-1.21064591407776,400,-0.615441858768463,1,1,730,0,0.522355556488037
"1722","102_2",102,9,12,1,4,-0.890497863292694,400,-0.615441858768463,1,1,730,0,1.5653772354126
"1723","102_18",102,9,11,1,4,-1.21064591407776,400,-0.615441858768463,1,1,730,0,-0.11152695864439
"1724","102_23",102,9,14,1,4,-0.943072080612183,400,-0.615441858768463,1,1,730,0,0.619514107704163
"1725","102_26",102,9,15,1,5,-0.359779566526413,400,-0.615441858768463,1,1,730,0,-0.374636709690094
"1726","102_19",102,9,15,1,5,-0.890497863292694,400,-0.615441858768463,1,1,730,0,-0.38654413819313
"1727","102_10",102,9,18,1,6,-0.49867245554924,400,-0.615441858768463,1,1,730,0,-0.119083501398563
"1728","102_15",102,9,14,2,6,-0.359779566526413,400,-0.615441858768463,1,1,730,0,-1.53254079818726
"1729","102_13",102,9,18,2,7,-0.49867245554924,400,-0.615441858768463,1,1,730,0,0.975557804107666
"1730","102_8",102,9,18,1,7,-1.33489751815796,400,-0.615441858768463,1,1,730,0,0.676699995994568
"1731","102_24",102,9,13,1,7,-0.49867245554924,400,-0.615441858768463,1,1,730,0,1.94985926151276
"1732","102_9",102,9,18,2,8,-0.359779566526413,400,-0.615441858768463,1,1,730,0,0.0032219726126641
"1733","102_22",102,9,16,1,8,-1.65504562854767,400,-0.615441858768463,1,1,730,0,0.781547069549561
"1734","104_6",104,8,12,1,2,-0.49867245554924,206,0.305456787347794,1,240,69.2307662963867,1,-1.02387642860413
"1735","104_3",104,8,12,1,2,-0.818820536136627,206,0.305456787347794,1,240,69.2307662963867,1,-1.22766149044037
"1736","104_14",104,8,13,1,2,-1.33489751815796,206,0.305456787347794,1,240,69.2307662963867,1,-1.44495260715485
"1737","104_9",104,8,10,2,3,-1.21064591407776,206,0.305456787347794,1,240,69.2307662963867,1,-1.02562630176544
"1738","104_15",104,8,10,2,3,-0.288102209568024,206,0.305456787347794,1,240,69.2307662963867,1,-0.359837800264359
"1739","104_19",104,8,9,2,3,0.658069610595703,206,0.305456787347794,1,240,69.2307662963867,1,-2.07862877845764
"1740","104_1",104,8,14,2,4,-1.65504562854767,206,0.305456787347794,1,240,69.2307662963867,1,-0.22202156484127
"1741","104_13",104,8,12,2,4,-0.49867245554924,206,0.305456787347794,1,240,69.2307662963867,1,-0.741186618804932
"1742","104_12",104,8,12,1,4,-0.49867245554924,206,0.305456787347794,1,240,69.2307662963867,1,0.715571641921997
"1743","104_5",104,8,12,2,5,1.94172978401184,206,0.305456787347794,1,240,69.2307662963867,1,-0.501078307628632
"1744","104_7",104,8,16,1,5,-1.26322019100189,206,0.305456787347794,1,240,69.2307662963867,1,0.654993772506714
"1745","104_20",104,8,14,2,6,-1.21064591407776,206,0.305456787347794,1,240,69.2307662963867,1,0.157298907637596
"1746","104_10",104,8,11,2,6,1.28141009807587,206,0.305456787347794,1,240,69.2307662963867,1,0.801281273365021
"1747","104_22",104,8,15,1,6,-1.33489751815796,206,0.305456787347794,1,240,69.2307662963867,1,1.04176497459412
"1748","104_23",104,8,14,2,6,-1.21064591407776,206,0.305456787347794,1,240,69.2307662963867,1,0.0574274584650993
"1749","104_11",104,8,16,1,8,-0.49867245554924,206,0.305456787347794,1,240,69.2307662963867,1,2.19084048271179
"1750","104_2",104,8,17,1,8,-1.33489751815796,206,0.305456787347794,1,240,69.2307662963867,1,0.803900480270386
"1751","104_17",104,8,15,1,8,1.94172978401184,206,0.305456787347794,1,240,69.2307662963867,1,2.16499924659729
"1752","105_23",105,62,12,2,2,-0.818820536136627,209,-1.72685515880585,1,180,0,0,-0.237896084785461
"1753","105_14",105,62,11,2,2,-0.6799276471138,209,-1.72685515880585,1,180,0,0,0.19902628660202
"1754","105_27",105,62,11,2,2,-0.890497863292694,209,-1.72685515880585,1,180,0,0,-1.25866007804871
"1755","105_9",105,62,11,1,3,-1.33489751815796,209,-1.72685515880585,1,180,0,0,-0.155403852462769
"1756","105_26",105,62,12,1,3,-1.12432730197906,209,-1.72685515880585,1,180,0,0,-1.27114963531494
"1757","105_17",105,62,10,2,3,-1.33489751815796,209,-1.72685515880585,1,180,0,0,-1.96703553199768
"1758","105_20",105,62,12,1,4,-1.26322019100189,209,-1.72685515880585,1,180,0,0,0.384752303361893
"1759","105_11",105,62,14,1,4,-0.890497863292694,209,-1.72685515880585,1,180,0,0,-0.162713065743446
"1760","105_16",105,62,14,2,4,-0.943072080612183,209,-1.72685515880585,1,180,0,0,-0.742137312889099
"1761","105_8",105,62,16,1,4,-1.65504562854767,209,-1.72685515880585,1,180,0,0,-0.933885991573334
"1762","105_1",105,62,13,2,5,-1.65504562854767,209,-1.72685515880585,1,180,0,0,-0.888051629066467
"1763","105_7",105,62,14,1,5,-1.21064591407776,209,-1.72685515880585,1,180,0,0,0.165313273668289
"1764","105_12",105,62,16,2,5,-0.890497863292694,209,-1.72685515880585,1,180,0,0,-0.943428933620453
"1765","105_25",105,62,16,2,6,-0.818820536136627,209,-1.72685515880585,1,180,0,0,0.0237858220934868
"1766","105_10",105,62,15,1,6,-0.49867245554924,209,-1.72685515880585,1,180,0,0,1.24620354175568
"1767","105_5",105,62,14,1,6,-0.0539039149880409,209,-1.72685515880585,1,180,0,0,0.75700968503952
"1768","105_24",105,62,14,2,6,-0.6799276471138,209,-1.72685515880585,1,180,0,0,0.437686622142792
"1769","105_4",105,62,16,2,7,-0.49867245554924,209,-1.72685515880585,1,180,0,0,0.193529486656189
"1770","105_19",105,62,17,1,7,0.0204399600625038,209,-1.72685515880585,1,180,0,0,-0.18890093266964
"1771","105_2",105,62,18,1,8,-0.818820536136627,209,-1.72685515880585,1,180,0,0,0.385956585407257
"1772","106_21",106,10,10,2,2,0.0320458710193634,178.5,-2.79781913757324,1,60,0,0,-1.31794536113739
"1773","106_8",106,10,10,1,2,-1.33489751815796,178.5,-2.79781913757324,1,60,0,0,-0.401001811027527
"1774","106_25",106,10,10,1,2,-0.890497863292694,178.5,-2.79781913757324,1,60,0,0,-0.805394232273102
"1775","106_12",106,10,10,1,2,-0.890497863292694,178.5,-2.79781913757324,1,60,0,0,-0.032403402030468
"1776","106_9",106,10,11,2,2,-0.49867245554924,178.5,-2.79781913757324,1,60,0,0,-0.159414559602737
"1777","106_1",106,10,11,2,4,-1.33489751815796,178.5,-2.79781913757324,1,60,0,0,0.593371093273163
"1778","106_19",106,10,12,2,4,-0.890497863292694,178.5,-2.79781913757324,1,60,0,0,-0.511541366577148
"1779","106_18",106,10,14,1,4,-0.890497863292694,178.5,-2.79781913757324,1,60,0,0,0.34424352645874
"1780","106_6",106,10,11,2,4,-1.65504562854767,178.5,-2.79781913757324,1,60,0,0,0.256680727005005
"1781","106_22",106,10,11,2,4,-0.890497863292694,178.5,-2.79781913757324,1,60,0,0,0.355140775442123
"1782","106_13",106,10,16,1,5,-1.21064591407776,178.5,-2.79781913757324,1,60,0,0,1.70770335197449
"1783","106_2",106,10,15,1,5,-1.21064591407776,178.5,-2.79781913757324,1,60,0,0,1.18529200553894
"1784","106_5",106,10,16,1,5,-1.33489751815796,178.5,-2.79781913757324,1,60,0,0,1.00664448738098
"1785","106_11",106,10,16,1,5,-1.21064591407776,178.5,-2.79781913757324,1,60,0,0,1.12359631061554
"1786","106_10",106,10,16,2,5,0.79696249961853,178.5,-2.79781913757324,1,60,0,0,0.49700590968132
"1787","106_26",106,10,13,1,6,-0.359779566526413,178.5,-2.79781913757324,1,60,0,0,0.676538825035095
"1788","106_14",106,10,14,1,6,-1.21064591407776,178.5,-2.79781913757324,1,60,0,0,0.545577049255371
"1789","106_3",106,10,16,1,6,-0.890497863292694,178.5,-2.79781913757324,1,60,0,0,0.80696302652359
"1790","107_1",107,63,13,2,2,-1.26322019100189,351,-2.28112363815308,1,180,0,0,-1.07954216003418
"1791","107_11",107,63,12,1,2,-0.890497863292694,351,-2.28112363815308,1,180,0,0,-0.948921680450439
"1792","107_21",107,63,13,1,2,1.54990434646606,351,-2.28112363815308,1,180,0,0,0.86079740524292
